#id	length	evalue	coverge	probability	score
Os0282_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-PROT	74	3.4e-33	100.0	1.0	107.6
Os0282_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-INT	205	2.6e-113	100.0	1.0	370.3
Os0282_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-RT	258	1.1e-149	100.0	1.0	490.4
Os0282_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-RH	127	1e-67	100.0	0.99	220.0
Os0283_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	90	4.7e-16	98.9	0.97	52.9
Os0283_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	7.2e-21	100.0	0.96	68.4
Os0283_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	92	1.5e-23	37.6	0.95	77.3
Os0283_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	70	5.5e-16	26.8	0.96	52.3
Os0283_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.5e-58	100.0	0.99	190.2
Os0285_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	119	1.5e-32	97.4	0.96	106.5
Os0285_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.3e-26	100.0	1.0	86.5
Os0285_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.3e-83	100.0	0.98	272.8
Os0285_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	3.2e-66	100.0	1.0	215.8
Os0285_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	6.4e-144	100.0	0.99	472.2
Os0285_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	4.1e-18	97.4	0.91	59.3
Os0288_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	3.5e-25	100.0	0.98	82.7
Os0288_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.2e-18	100.0	0.94	61.0
Os0288_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.1e-92	100.0	1.0	302.3
Os0288_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.2e-65	100.0	1.0	214.0
Os0288_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	165	1.9e-73	52.3	0.99	240.8
Os0288_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	77	2e-18	98.7	0.92	60.3
Os0289_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	118	7.1e-33	100.0	0.98	107.5
Os0289_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	9e-27	100.0	0.99	87.1
Os0289_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	5.3e-94	100.0	1.0	306.6
Os0289_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	2.1e-65	100.0	1.0	213.1
Os0289_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	306	2e-143	98.4	1.0	470.6
Os0289_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	71	7e-21	100.0	0.9	68.2
Os0290_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	4.5e-21	100.0	0.95	69.5
Os0290_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	5.5e-28	100.0	1.0	90.9
Os0290_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	3.3e-92	100.0	1.0	300.7
Os0290_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	4.6e-57	100.0	0.98	186.1
Os0290_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	314	3e-145	100.0	0.97	476.6
Os0290_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	1.2e-20	98.7	0.94	67.5
Os0294#DNAauto/CACTG|Class_II/Subclass_1/TIR/EnSpm_CACTA:CACTA-TPase	429	4.9e-177	100.0	0.97	582.9
Os0295_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	2.2e-30	100.0	0.95	99.4
Os0295_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	29	3.8e-08	33.8	0.95	27.4
Os0295_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	126	2.6e-59	72.3	1.0	193.7
Os0295_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.3e-58	100.0	0.98	191.1
Os0295_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	1.9e-145	100.0	0.99	477.2
Os0295_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	64	3.9e-14	79.2	0.83	46.6
Os0305_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	118	3.8e-32	100.0	0.98	105.2
Os0305_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	3.1e-28	100.0	1.0	91.7
Os0305_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	9.2e-95	100.0	1.0	309.1
Os0305_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.4e-65	100.0	1.0	213.8
Os0305_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	1.6e-141	98.7	0.99	464.3
Os0305_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	71	6.9e-22	100.0	0.92	71.4
Os0311_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	127	4.9e-45	100.0	0.97	146.7
Os0311_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	75	6.6e-34	100.0	1.0	110.0
Os0311_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RT	131	4.4e-82	74.0	0.99	267.8
Os0311_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RH	145	1e-67	100.0	0.99	220.7
Os0311_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-INT	240	4.7e-205	77.9	0.99	673.4
Os0316_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	1.7e-34	100.0	0.99	112.8
Os0316_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	2.9e-23	100.0	1.0	75.8
Os0316_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	125	1.3e-60	71.1	0.96	197.9
Os0316_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	2.1e-57	100.0	1.0	187.2
Os0316_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	2.9e-122	100.0	0.98	401.1
Os0316_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	75	1.4e-17	81.8	0.81	57.6
Os0321_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	90	1.6e-13	97.8	0.95	44.8
Os0321_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	74	1.4e-19	100.0	0.93	64.3
Os0321_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	193	2.4e-71	100.0	0.97	233.2
Os0321_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	5.8e-112	100.0	0.99	366.8
Os0321_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.7e-59	100.0	0.99	193.3
Os0322_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	120	6.6e-42	100.0	0.98	136.3
Os0322_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	174	8.9e-77	93.7	0.96	250.4
Os0322_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	120	1.6e-44	99.2	0.99	144.8
Os0322_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	215	3.3e-53	66.9	0.93	174.9
Os0324_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	128	1.2e-07	70.0	0.88	26.0
Os0324_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	67	2.8e-18	100.0	0.96	60.1
Os0324_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	249	3.4e-87	100.0	0.95	285.6
Os0324_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	3.5e-49	100.0	1.0	159.9
Os0336_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	61	2.8e-14	47.0	0.91	47.6
Os0336_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	3.7e-24	100.0	0.99	78.7
Os0336_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.5e-89	100.0	1.0	292.1
Os0336_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.3e-56	100.0	0.98	184.6
Os0336_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	211	5.1e-88	67.2	0.99	288.6
Os0336_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	71	7.1e-18	100.0	0.92	58.6
Os0338_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	97	7.9e-15	91.1	0.91	49.0
Os0338_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	74	1.1e-22	98.6	0.91	74.2
Os0338_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	133	2.8e-40	67.0	0.97	131.9
Os0338_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	255	4.1e-110	100.0	0.98	360.7
Os0338_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	2.4e-57	100.0	0.99	186.3
Os0340_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	3.7e-20	100.0	0.94	66.1
Os0340_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	197	2.8e-78	100.0	0.97	255.8
Os0340_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	254	9.3e-111	100.0	0.98	362.8
Os0340_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	3.2e-51	100.0	0.99	166.5
Os0341_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	98	2.6e-30	82.0	0.97	98.9
Os0341_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	80	5.1e-22	100.0	0.98	72.2
Os0341_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	119	8.2e-32	100.0	0.98	103.7
Os0341_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	174	2.4e-66	55.0	0.99	218.0
Os0350_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	2.9e-26	100.0	0.98	85.2
Os0350_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	2.2e-31	100.0	0.98	101.6
Os0350_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	2.1e-84	100.0	1.0	275.8
Os0350_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	2.8e-120	100.0	0.99	394.2
Os0350_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	7.2e-56	100.0	1.0	181.4
Os0351_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	1.3e-17	100.0	0.97	58.0
Os0351_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	6e-26	100.0	0.98	84.7
Os0351_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	195	4.1e-81	100.0	0.98	265.1
Os0351_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	1.8e-123	100.0	0.99	404.5
Os0351_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.2e-59	100.0	0.99	193.8
Os0353_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	2.4e-17	100.0	0.98	57.0
Os0353_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	9e-28	100.0	0.99	90.5
Os0353_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	195	1.7e-79	100.0	0.97	259.8
Os0353_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	9.4e-123	100.0	0.99	402.2
Os0353_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1e-59	100.0	0.97	194.0
Os0356_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	2.2e-29	100.0	0.99	95.2
Os0356_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	2.1e-38	100.0	1.0	124.3
Os0356_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	197	4.1e-103	100.0	1.0	336.8
Os0356_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	135	9.4e-87	47.7	0.97	284.1
Os0356_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	126	2.5e-64	100.0	1.0	208.6
Os0361#DNAauto/MLE|Class_II/Subclass_1/TIR/Tc1_Mariner:Mariner-TPase	124	3.6e-28	59.5	0.89	92.6
Os0365_INT_Truncator#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	128	1.9e-50	100.0	0.99	163.9
Os0365_INT_Truncator#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	74	2.3e-26	100.0	1.0	86.0
Os0365_INT_Truncator#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RT	173	9.5e-97	100.0	0.99	315.6
Os0365_INT_Truncator#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RH	145	1.1e-85	100.0	1.0	278.8
Os0365_INT_Truncator#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-INT	308	1.1e-172	100.0	1.0	567.0
Os0365_INT_Truncator#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	56	7.1e-17	64.9	0.98	55.1
Os0366_INT_Truncator#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	128	2.5e-49	100.0	0.98	160.3
Os0366_INT_Truncator#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	74	1e-26	100.0	1.0	87.1
Os0366_INT_Truncator#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RT	173	7e-104	100.0	1.0	338.9
Os0366_INT_Truncator#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RH	145	9.9e-97	100.0	1.0	314.6
Os0366_INT_Truncator#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-INT	302	1.5e-165	96.4	0.99	543.6
Os0366_INT_Truncator#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	77	3.3e-33	100.0	0.99	107.5
Os0371_INT_RIRE9#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	51	1.4e-05	38.7	0.92	19.2
Os0376_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	128	1.6e-50	100.0	0.99	164.1
Os0385#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	221	1.5e-69	100.0	0.98	227.1
Os0387_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	128	6.4e-48	100.0	0.99	155.7
Os0391_INT_CRR#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	127	8.4e-48	100.0	0.99	155.6
Os0391_INT_CRR#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	75	4.6e-36	100.0	1.0	116.9
Os0391_INT_CRR#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RT	173	1.5e-104	100.0	1.0	341.0
Os0391_INT_CRR#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RH	145	8.7e-78	100.0	1.0	253.4
Os0391_INT_CRR#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-INT	308	1.7e-173	100.0	1.0	569.8
Os0391_INT_CRR#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-CHDCR	22	0.00011	33.3	0.96	16.5
Os0391_LTR_CRR#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-CHDCR	31	1.1e-06	65.0	0.78	22.8
Os0395_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	81	1.5e-24	59.4	0.95	80.1
Os0395_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	74	2.1e-24	100.0	1.0	79.7
Os0395_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RT	167	7.3e-90	94.2	0.98	293.2
Os0395_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RH	145	1.4e-82	100.0	1.0	268.7
Os0395_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-INT	230	1.9e-124	73.4	0.99	408.6
Os0395_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	77	1.4e-29	100.0	0.99	95.9
Os0405#DNAauto/CACTA|Class_II/Subclass_1/TIR/EnSpm_CACTA:CACTA-TPase	393	1.3e-164	91.1	0.97	542.1
Os0409_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-INT	85	7.6e-12	38.9	0.89	39.0
Os0411#DNAauto/hAT|Class_II/Subclass_1/TIR/hAT:hAT-TPase	347	3.5e-85	72.7	0.87	280.9
Os0418#DNAauto/POLE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	143	1.7e-52	100.0	0.95	171.5
Os0419_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	120	7.1e-46	100.0	0.98	149.1
Os0419_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	79	2.2e-21	100.0	0.97	70.1
Os0419_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	98	2.4e-54	56.3	0.99	177.4
Os0419_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	253	5.1e-138	100.0	0.99	452.2
Os0419_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	313	2.2e-133	100.0	0.98	438.2
Os0443_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-GAG	90	6e-30	100.0	0.99	97.3
Os0443_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-PROT	74	5.1e-36	100.0	1.0	116.7
Os0443_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-INT	206	6.9e-104	99.0	0.98	339.5
Os0443_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-RT	258	1.2e-148	100.0	1.0	487.0
Os0443_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-RH	129	4.6e-69	100.0	1.0	224.4
Os0458_INT#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	91	8.3e-30	95.7	0.96	96.8
Os0458_INT#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-PROT	69	8.5e-25	92.6	0.95	80.8
Os0458_INT#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RT	255	1.3e-134	99.6	0.99	441.1
Os0458_INT#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RH	126	7.9e-71	100.0	1.0	229.7
Os0462_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	90	9.3e-17	100.0	0.94	55.2
Os0462_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	73	5.3e-26	100.0	0.98	84.8
Os0462_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	1.8e-78	100.0	0.97	256.5
Os0462_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	133	1.9e-60	48.2	0.96	198.0
Os0462_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.8e-57	100.0	0.99	186.7
Os0476_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-GAG	90	3e-43	100.0	0.99	140.0
Os0476_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-PROT	71	9.7e-30	100.0	1.0	95.9
Os0476_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-INT	203	7.6e-108	100.0	1.0	352.5
Os0476_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RT	260	2.2e-138	100.0	0.99	453.8
Os0476_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	133	1.1e-71	100.0	1.0	232.4
Os0483#DNAauto/hAT|Class_II/Subclass_1/TIR/hAT:hAT-TPase	299	9.9e-37	68.1	0.93	121.3
Os0488#DNAauto/CACTA|Class_II/Subclass_1/TIR/EnSpm_CACTA:CACTA-TPase	433	4.5e-177	100.0	0.98	583.1
Os0491#LINE/unknown|Class_I/LINE:LINE-RT	170	6.5e-39	59.2	0.87	127.6
Os0492_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	3.8e-26	100.0	0.98	84.9
Os0492_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	2.1e-29	100.0	0.98	95.3
Os0492_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	197	7.7e-81	98.5	1.0	264.1
Os0492_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	2.8e-119	100.0	0.99	390.9
Os0492_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	6.3e-57	100.0	1.0	184.8
Os0494#DNAauto/CACTA|Class_II/Subclass_1/TIR/EnSpm_CACTA:CACTA-TPase	425	1.9e-191	98.8	0.98	630.4
Os0503_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-GAG	123	3.2e-42	100.0	0.98	137.2
Os0554#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	179	1.1e-42	98.8	0.94	139.7
Os0576#DNAauto/PILE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	140	3.9e-45	100.0	0.96	147.7
Os0591#LINE/unknown|Class_I/LINE:LINE-ENDO	223	5.4e-21	100.0	0.68	69.4
Os0591#LINE/unknown|Class_I/LINE:LINE-RT	269	1.6e-60	98.4	0.84	198.4
Os0591#LINE/unknown|Class_I/LINE:LINE-RH	115	9.9e-20	99.1	0.93	64.9
Os0592_INT#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-GAG	80	1.7e-32	85.6	0.97	106.1
Os0592_INT#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-PROT	72	2e-31	100.0	0.99	101.9
Os0592_INT#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-INT	195	5.8e-99	98.0	0.99	323.2
Os0592_INT#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-RT	256	2.3e-129	99.6	0.99	424.1
Os0592_INT#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-RH	130	1.4e-61	100.0	0.99	200.2
Os0618#LINE/unknown|Class_I/LINE:LINE-ENDO	132	7.5e-13	64.4	0.77	42.9
Os0618#LINE/unknown|Class_I/LINE:LINE-RT	261	7.7e-61	90.6	0.88	199.4
Os0618#LINE/unknown|Class_I/LINE:LINE-RH	115	5.6e-21	98.2	0.94	68.9
Os0632_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	120	2.2e-28	100.0	0.95	92.7
Os0632_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	80	1.1e-22	100.0	0.97	74.2
